id,lon,lat
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","20"
"1","-99","19"
"1","-99","19"
"1","-99","19"
"1","-99","19"
"1","-99","19"
"1","-99","19"
"1","-99","19"
"1","-99","19"
